Description,NZSIOC,Original Output,Shocked Output,Output Loss
Rail transport,II121,540.6732683081793,537.6124989037419,3.0607694044374525
Water transport,II122,739.7449860556442,737.1264228989675,2.618563156676756
Air and space transport,II123,5735.100295119452,5715.080025991393,20.02026912805882
Other transport,II125,928.5321574398157,925.2939832729165,3.2381741668991815
Postal and courier services,,2651.1982208446657,2641.384773423653,9.813447421013036
Transport support services,II132,8243.027843222966,8228.109190442467,14.918652780499555
Warehousing and storage services,II133,1417.156660283312,1412.3846720679405,4.771988215371442
Publishing (except internet and music publishing),JJ111,1409.0392001672049,1400.1807776008195,8.858422566385533
Motion picture and sound recording activities,JJ112,2201.659107800419,2192.689436668655,8.969671131763615
Broadcasting and internet publishing,JJ113,1644.8117985544845,1636.2417549973832,8.57004355710128
Telecommunications services,JJ121,7779.296029055556,7759.968371649072,19.32765740648406
"Internet service providers, web search portals and data processing services",JJ122,1642.9198592850664,1636.9285439493997,5.99131533566663
Library and other information services,JJ123,441.91398145327753,438.51232422331,3.40165722996754
Banking and financing; financial asset investing,,17316.300400980377,17262.051647983193,54.24875299718533
Life insurance,KK121,1855.161371577605,1849.4277183691365,5.733653208468596
Health and general insurance,KK122,6953.799862370223,6935.768711437276,18.031150932947074
Superannuation and individual pension services,,390.6150126849318,389.0184521681572,1.5965605167746166
Auxiliary finance and insurance services,KK131,7517.303443081259,7489.191060686763,28.112382394495473
Rental and hiring services (except real estate),LL111,5674.731389069222,5653.6005253261665,21.130863743055663
Non-financial asset leasing,LL112,1330.996830273044,1326.3206408743174,4.67618939872657
Residential property operation,LL121,15627.200324904052,15587.015351740276,40.184973163775574
Non-residential property operation,LL122,16599.39014558746,16541.50706680872,57.88307877873732
Real estate services,LL123,5915.4855599191205,5895.302641742435,20.182918176684673
Owner-occupied property operation,,36859.79308623835,36807.47442652588,52.31865971247269
"Scientific, architectural, and engineering services",,14825.54936094663,14754.859458902942,70.68990204368835
Legal and accounting services,MN112,8897.875241021025,8859.18993543675,38.68530558427546
"Advertising, market research, and management services",,12204.510130244988,12125.986818431296,78.52331181368966
Veterinary and other professional services,MN114,1364.3277233589538,1356.6463539702152,7.681369388738663
Computer system design and related services,MN115,12779.21291760452,12732.05547795991,47.15743964461036
Travel agency and tour arrangement services,MN211,1495.0088659395226,1488.0936951430085,6.915170796514014
Employment and other administrative services,MN212,8027.111826146348,7958.999552651447,68.11227349490082
"Building cleaning, pest control, and other support services",,4574.225541241587,4537.571386535372,36.654154706214925
Local government administration services,,2985.7457483619146,2961.2999375896247,24.44581077228995
Central government administration services,,11508.040399850845,11430.73002185664,77.31037799420544
Defence,OO212,2495.848815324654,2481.2866620439927,14.562153280661416
"Public order, safety, and regulatory services",,9128.642058697875,9074.809048052202,53.83301064567184
Preschool education,PP111,2141.1371237873086,2119.5953301601976,21.54179362711085
School education,PP112,10123.229545541244,10048.87561117799,74.35393436325448
Tertiary education,PP113,7986.2277777491445,7944.426978247175,41.80079950196965
"Adult, community, and other education",,2080.381188668415,2064.728686360052,15.652502308362777
Hospitals,QQ111,14321.436233123395,14246.027537094265,75.40869602913021
Medical and other health care services,QQ112,12747.391709558342,12665.892821082658,81.49888847568425
Residential care services and social assistance,QQ113,7609.077747744575,7537.742393575248,71.33535416932736
Heritage and artistic activities,RS111,1948.1724099604965,1936.2218320256954,11.95057793480099
Sport and recreation services,,3871.464742437629,3839.2540736226238,32.21066881500536
Gambling activities,RS113,2240.770909548943,2233.6014746264996,7.169434922443513
Repair and maintenance,RS211,5121.897803333234,5071.95745329158,49.940350041653076
Personal services; domestic household staff,,3706.6053344975703,3687.5965538229498,19.008780674620397
"Religious services; civil, professional, and other interest groups",,3302.618830165394,3274.120478669696,28.498351495697978
