Description,NZSIOC,Original Output,Shocked Output,Loss
Water transport,II122,4396.242067661012,4343.225563601009,53.01650406000317
Air and space transport,II123,6196.046711047718,6122.034386515047,74.0123245326713
Other transport,II125,3754.9427994719454,3709.5708679089194,45.37193156302601
Postal and courier services,,4712.496582964915,4655.7374747987105,56.759108166204896
Transport support services,II132,7471.542269370886,7382.801610962191,88.7406584086948
Warehousing and storage services,II133,4396.656265151765,4343.407753861244,53.24851129052149
Publishing (except internet and music publishing),JJ111,3295.325584477265,3255.1371609873136,40.18842348995122
Motion picture and sound recording activities,JJ112,5235.808881374975,5170.99138569129,64.81749568368468
Broadcasting and internet publishing,JJ113,5399.001044298118,5332.400940664732,66.60010363338642
Telecommunications services,JJ121,7302.733412754614,7209.228809800252,93.50460295436187
"Internet service providers, web search portals and data processing services",JJ122,4210.801304597497,4157.8572046797735,52.94409991772318
Library and other information services,JJ123,2214.8538346114183,2187.8010073767537,27.05282723466462
Banking and financing; financial asset investing,,12829.581157862749,12666.943652346752,162.63750551599696
Life insurance,KK121,5444.723043644208,5375.7360505601355,68.98699308407231
Health and general insurance,KK122,6481.22166447816,6399.889402747796,81.33226173036383
Superannuation and individual pension services,,8929.581063353337,8817.700311254817,111.88075209851922
Auxiliary finance and insurance services,KK131,7070.448335106992,6981.350933318531,89.09740178846096
Rental and hiring services (except real estate),LL111,6060.54559018728,5987.933551092114,72.61203909516644
Non-financial asset leasing,LL112,4801.268180182722,4742.070179032247,59.19800115047474
Residential property operation,LL121,12602.423571832418,12449.112633500506,153.31093833191153
Non-residential property operation,LL122,12379.974769893768,12228.856320563762,151.11844933000611
Real estate services,LL123,5971.361403381427,5898.58716938257,72.7742339988572
Owner-occupied property operation,,26236.89849603482,26206.66319367803,30.23530235679209
"Scientific, architectural, and engineering services",,11472.922034055773,11332.473871428447,140.44816262732638
Legal and accounting services,MN112,7521.192159061272,7428.250533511625,92.94162554964714
"Advertising, market research, and management services",,9157.285061763778,9043.818624208854,113.46643755492369
Veterinary and other professional services,MN114,2488.8549383048066,2458.5187528308215,30.336185473985097
Computer system design and related services,MN115,10089.41237863674,9960.855836964914,128.55654167182547
Travel agency and tour arrangement services,MN211,2952.891617698783,2917.138526129709,35.75309156907406
Employment and other administrative services,MN212,7598.682325089658,7506.02141085268,92.66091423697799
"Building cleaning, pest control, and other support services",,5826.035938315717,5755.444436552324,70.59150176339335
Local government administration services,,4426.281653924045,4372.557982619282,53.72367130476323
Central government administration services,,9082.643050952303,8968.344843711766,114.29820724053752
Defence,OO212,3241.4309087336133,3202.0051067863974,39.42580194721586
"Public order, safety, and regulatory services",,7741.2755998999655,7647.196798503352,94.07880139661393
Preschool education,PP111,3016.133659657665,2979.669458228981,36.46420142868374
School education,PP112,8146.9040404141415,8049.100516569359,97.80352384478283
Tertiary education,PP113,7091.189611902046,7004.499450926535,86.69016097551048
"Adult, community, and other education",,4752.467619551142,4694.394373761233,58.07324578990938
Hospitals,QQ111,10864.045729259346,10733.08547466859,130.96025459075463
Medical and other health care services,QQ112,9919.601887961493,9799.936778236879,119.66510972461401
Residential care services and social assistance,QQ113,6960.964089980651,6877.863861566673,83.10022841397767
Heritage and artistic activities,RS111,3839.1921557544388,3791.9869805322796,47.20517522215914
Sport and recreation services,,5636.941133232668,5568.527201940731,68.41393129193693
Gambling activities,RS113,3938.010875088333,3888.9325806059096,49.07829448242319
Repair and maintenance,RS211,6187.660047352376,6113.038418627295,74.62162872508088
Personal services; domestic household staff,,4669.012328127027,4612.282976737026,56.729351390001284
"Religious services; civil, professional, and other interest groups",,5912.533621590067,5840.259097125001,72.27452446506595
